Group,Name,Acronym,SpecificationSourceURL,Category,ParentModel,SimilarModels,Maintainer,Format,Status,NamespaceURI,Year,Notes,CompositionalRole,DefaultLinkType
"3D, Gaming, XR & Robotics","Simulation Description Format","SDFormat","http://sdformat.org/","Schema Language","URDF","URDF, MJCF","Open Robotics / OSRA (Gazebo)","XML","Active","—","2012","Superset of URDF: worlds, physics, sensors, lights","R8","EXTEND"
"3D, Gaming, XR & Robotics","Semantic Robot Description Format","SRDF","https://github.com/moveit/srdfdom","Schema Language","URDF","URDF","MoveIt project (ROS)","XML","Active","—","2012","Semantic complement to URDF: planning groups, collision pairs","R8","EXTEND"
"3D, Gaming, XR & Robotics","MoveIt","MoveIt 2","https://moveit.ai/","Framework","—","Open-RMF","PickNik Robotics + community","software framework","Active","—","2013","Motion planning/manipulation platform","R8","N/A"
"3D, Gaming, XR & Robotics","OPC UA Robotics Companion Spec","OPC UA Robotics","https://opcfoundation.org/markets-collaboration/robotics/","Application Profile","OPC UA","VDA 5050","OPC Foundation + VDMA","OPC UA information model","Active","—","2018","Uniform robot data model (= VDMA 40010)","R4","REFERENCE"
"3D, Gaming, XR & Robotics","VDA 5050","VDA 5050","https://github.com/VDA5050/VDA5050","Protocol","—","OPC UA Robotics, Open-RMF","VDA + VDMA","JSON over MQTT","Active (v3.0.0)","—","2019","Manufacturer-independent AGV/AMR fleet interface; import candidate","R8","N/A"
"3D, Gaming, XR & Robotics","Robotics — Vocabulary","ISO 8373","https://www.iso.org/standard/75539.html","Controlled Vocabulary","—","—","ISO (TC 299 Robotics)","International Standard (terms)","Published (2021)","—","2021","Robot vocabulary; import candidate","R2","REFERENCE"
"3D, Gaming, XR & Robotics","Data Distribution Service","DDS","https://www.omg.org/spec/DDS/1.4/","Protocol","—","ROS IDL, MQTT","OMG","API + wire/QoS spec","Published (v1.4)","—","2015","Data-centric pub-sub; underlies ROS 2","R8","N/A"
"3D, Gaming, XR & Robotics","Robotics Middleware Framework","Open-RMF","https://www.open-rmf.org/","Framework","—","MoveIt, VDA 5050","Open Source Robotics Alliance","software framework on ROS 2","Active","—","2018","Interoperability/traffic/task layer across robot fleets","R8","N/A"
"Mobility & Transportation","Network and Timetable Exchange","NeTEx","https://netex-cen.eu","Exchange Format","Transmodel","GTFS, SIRI","CEN (TC 278 / WG3)","XML Schema (XSD)","Published CEN/TS 16614","http://www.netex.org.uk/netex","2014","Static PT data (network, timetables, fares); import candidate","R6","COMPOSE"
"Mobility & Transportation","Service Interface for Real Time Information","SIRI","https://www.siri.org.uk","Exchange Format","Transmodel","GTFS-RT, NeTEx","CEN (TC 278 / WG3)","XML Schema; SOAP/REST","Published CEN/TS 15531","http://www.siri.org.uk/siri","2006","Real-time PT data; import candidate","R6","COMPOSE"
"Mobility & Transportation","Public Transport Reference Data Model","Transmodel","https://transmodel-cen.eu","Metamodel","—","IFOPT","CEN (TC 278 / WG3)","abstract UML model","Published EN 12896","—","2016","Abstract reference model behind NeTEx/SIRI; import candidate","R4","REFERENCE"
"Mobility & Transportation","OpenLR","OpenLR","https://www.openlr.org","Code List","—","TPEG-Loc, AGORA-C","TomTom / OpenLR Association","binary byte stream + XML","Open, royalty-free","—","2009","Map-agnostic dynamic location referencing","R2","REFERENCE"
"Mobility & Transportation","Mobility Data Specification","MDS","https://github.com/openmobilityfoundation/mobility-data-specification","API Description","—","GBFS","Open Mobility Foundation","REST / JSON (OpenAPI)","Active (v2.0.1)","—","2019","City↔operator exchange for shared vehicles; import candidate","R8","N/A"
"Mobility & Transportation","General Bikeshare Feed Specification","GBFS","https://gbfs.org","Exchange Format","—","MDS, GTFS","MobilityData","JSON feeds","Active (v3.0)","—","2014","Real-time public feeds for shared mobility; import candidate","R6","COMPOSE"
"Mobility & Transportation","Transport Operator to MaaS Provider API","TOMP-API","https://github.com/TOMP-WG/TOMP-API","API Description","—","MDS, OSDM","TOMP-WG (MaaS Alliance)","OpenAPI 3.0 / REST JSON","Active (v2.0.0)","—","2019","Operator ↔ MaaS provider (booking/payment/trip); import candidate","R8","N/A"
"Mobility & Transportation","OpenTripPlanner","OTP","https://www.opentripplanner.org","Framework","—","Navitia","OTP community (orig. TriMet)","Java server; GraphQL/REST","Active (OTP2)","—","2009","Multimodal trip planner; consumes GTFS/NeTEx/SIRI/OSM","R8","N/A"
"Mobility & Transportation","Open Sales and Distribution Model","OSDM","https://osdm.io","API Description","—","NDC, UIC 918","UIC","OpenAPI + JSON","Active (v3.x)","—","2020","Open rail ticketing/distribution; import candidate","R8","N/A"
"Mobility & Transportation","Information Technology for Public Transport","ITxPT","https://itxpt.org","Framework","—","NeTEx, SIRI","ITxPT Association","architecture specs","Active","—","2013","Open onboard/back-office IT architecture + compliance label","R8","N/A"
"Mobility & Transportation","Cooperative Awareness / Notification Messages","CAM/DENM","https://www.etsi.org/standards","Protocol","—","SAE J2735","ETSI","ASN.1 over ITS-G5","Published EN 302 637","—","2019","European C-ITS V2X facilities-layer messages; import candidate","R6","COMPOSE"
"Mobility & Transportation","Sensor Interface Specification","SENSORIS","https://sensoris.org/","Exchange Format","—","OSI, NDS","ERTICO – ITS Europe (orig. HERE)","Protobuf (.proto)","Active (v1.3.1)","—","2022","Vehicle-sensor-to-cloud data exchange","R6","COMPOSE"
"Mobility & Transportation","ASAM OpenDRIVE","OpenDRIVE","https://www.asam.net/standards/detail/opendrive/","Geometry/Scene Model","—","NDS, OpenSCENARIO","ASAM e.V.","XML (.xodr)","Active (v1.8.1)","—","2024","Static road-network description for driving simulation; import candidate","R4","REFERENCE"
"Mobility & Transportation","ASAM OpenSCENARIO XML","OpenSCENARIO","https://www.asam.net/standards/detail/openscenario-xml/","Exchange Format","—","OpenDRIVE, OSI","ASAM e.V.","XML (.xosc) / DSL","Active (XML 1.3.1)","—","2024","Dynamic scenario description; import candidate","R6","COMPOSE"
"Mobility & Transportation","ASAM Open Simulation Interface","OSI","https://www.asam.net/standards/detail/osi/","Exchange Format","—","SENSORIS, OpenDRIVE","ASAM e.V.","Protobuf (.proto)","Active (v3.8.0)","—","2024","Sensor-model ↔ AD simulation perception interface","R6","COMPOSE"
"Mobility & Transportation","Navigation Data Standard","NDS / NDS.Live","https://nds-association.org/","Exchange Format","—","OpenDRIVE","NDS Association e.V.","SQLite binary; zserio + APIs","Active","—","2019","Automotive-grade map data (offline + HD); import candidate","R4","REFERENCE"
"Mobility & Transportation","Aeronautical Information Exchange Model","AIXM","https://aixm.aero/","Application Profile","GML 3.2","FIXM, S-100","EUROCONTROL + FAA","XML Schema (XSD) / GML","Active (5.1.1)","http://www.aixm.aero/schema/5.1.1","2018","GML-based digital aeronautical data exchange; import candidate","R6","COMPOSE"
"Mobility & Transportation","Flight Information Exchange Model","FIXM","https://www.fixm.aero/","Exchange Format","—","AIXM","FIXM Change Control Board","XML Schema (XSD)","Active (v4.3.0)","—","2023","Flight/flow info exchange supporting ICAO FF-ICE","R6","COMPOSE"
"Mobility & Transportation","New Distribution Capability","NDC","https://www.iata.org/en/programs/airline-distribution/retailing/ndc/","Exchange Format","—","OSDM, ARINC","IATA","XML messaging schemas","Active (24.1)","—","2024","Airline-to-agent retailing (offers/orders)","R6","COMPOSE"
"Mobility & Transportation","ARINC 424 Navigation System Database","ARINC 424","https://aviation-ia.sae-itc.com/standards/arinc424-23-424-23-navigation-system-database","Exchange Format","—","AIXM","AEEC / ARINC Industry Activities","fixed-length 132-byte ASCII","Active","—","1975","Coded nav data for FMS (airports, navaids, procedures)","R4","REFERENCE"
"Telecom Billing, Roaming & Numbering","Transferred Account Procedure","TAP / TD.57","https://www.gsma.com/about-us/open-standards-specifications/","Exchange Format","—","RAP, NRTRDE, BCE","GSMA","ASN.1 (BER)","Active (TAP3.12)","—","1991/2023","De-facto roaming settlement record; import candidate (charge-record data dictionary)","R6","COMPOSE"
"Telecom Billing, Roaming & Numbering","Returned Account Procedure","RAP / TD.32","https://www.gsma.com/about-us/open-standards-specifications/","Exchange Format","TD.57 (TAP)","TAP, NRTRDE","GSMA","ASN.1 (BER)","Active","—","2001","Returns rejected TAP files/records with error codes to VPMN","R6","COMPOSE"
"Telecom Billing, Roaming & Numbering","Billing & Charging Evolution","BCE / TD.58","https://www.gsma.com/get-involved/working-groups/interoperability-data-specifications-and-settlement-group/billing-and-charging-evolution/","Exchange Format","—","TAP, RAP","GSMA","CSV / structured reports","Active (TAP successor)","—","2020","Successor to TAP; UDR/Billing Statement/DDR reports; import candidate","R6","COMPOSE"
"Telecom Billing, Roaming & Numbering","TADIG Code Naming Conventions","TADIG / TD.13","https://www.gsma.com/newsroom/wp-content/uploads/2013/07/TD-13-v10-3.pdf","Identifier Scheme","—","UN/LOCODE, MCC/MNC","GSMA","Code list (5-char)","Active","—","1990s","5-char operator identifier; import candidate (controlled code list)","R3","REFERENCE"
"Telecom Billing, Roaming & Numbering","Near Real Time Roaming Data Exchange","NRTRDE / TD.35","https://www.gsma.com/about-us/open-standards-specifications/","Exchange Format","TD.57 (TAP-like)","TAP, RAP","GSMA","ASN.1 (BER)","Active","—","2007","Roaming usage within 4h for fraud control","R6","COMPOSE"
"Telecom Billing, Roaming & Numbering","International Public Telecommunication Numbering Plan","E.164","https://www.itu.int/rec/T-REC-E.164/en","Identifier Scheme","—","E.212, ENUM","ITU-T","Recommendation","In force","—","1980s/2010","Max 15 digits CC + NSN; import candidate (numbering root)","R3","REFERENCE"
"Telecom Billing, Roaming & Numbering","International Identification Plan (IMSI)","E.212","https://www.itu.int/rec/T-REC-E.212/en","Identifier Scheme","—","E.164, E.118","ITU-T","Recommendation","In force","—","1988","IMSI structure (MCC+MNC+MSIN); underpins roaming identity","R3","REFERENCE"
"Telecom Billing, Roaming & Numbering","International Charge Card Numbering (ICCID)","E.118","https://www.itu.int/rec/T-REC-E.118/en","Identifier Scheme","—","E.164, E.212","ITU-T","Recommendation","In force","—","1988","ICCID/SIM card numbering for physical SIM and eUICC","R3","REFERENCE"
"Telecom Billing, Roaming & Numbering","D-Series Tariff & Accounting Principles","ITU-T D","https://www.itu.int/rec/T-REC-D","Framework","—","GSMA BCE","ITU-T","Recommendation series","In force","—","—","International tariff/accounting/settlement policy principles","R8","N/A"
"Telecom Billing, Roaming & Numbering","Charging Data Record Parameter Description","CDR / TS 32.298","https://www.3gpp.org/ftp/Specs/archive/32_series/32.298/","Information Model","3GPP charging (32.240)","TAP, Diameter CC","3GPP SA5","ASN.1 / abstract syntax","Active (Rel-17+)","—","1999/2022","Defines CDR params/encoding for CS/PS/EPS/IMS; import candidate","R6","COMPOSE"
"Telecom Billing, Roaming & Numbering","Diameter Base Protocol (Credit-Control)","Diameter / RFC 6733","https://www.rfc-editor.org/rfc/rfc6733.html","Protocol","RFC 3588","RADIUS, CDR","IETF","AVP message protocol","Proposed Standard","—","2003/2012","AAA framework; credit-control (RFC 4006) for online charging","R8","N/A"
"Telecom Billing, Roaming & Numbering","RADIUS Accounting","RADIUS / RFC 2866","https://www.rfc-editor.org/rfc/rfc2866.html","Protocol","RFC 2865","Diameter","IETF","UDP attribute protocol","Informational","—","2000","Accounting Start/Stop records between NAS and server","R8","N/A"
"Telecom Billing, Roaming & Numbering","ENUM (E.164 to URI DDDS)","ENUM / RFC 6116","https://www.rfc-editor.org/rfc/rfc6116.html","Protocol","E.164, DNS DDDS","E.164","IETF","DNS NAPTR records","Proposed Standard","e164.arpa","2000/2011","Maps E.164 numbers to URIs via DNS","R8","N/A"
"Telecom Billing, Roaming & Numbering","GSMA Open Gateway / CAMARA APIs","Open Gateway","https://www.gsma.com/solutions-and-impact/gsma-open-gateway/gsma-open-gateway-api-descriptions/","API Description","—","OneAPI","GSMA / CAMARA (LF)","OpenAPI (YAML/JSON)","Active","—","2023","Federated network APIs (SIM Swap, Number Verification, Location); import candidate","R8","N/A"
"Telecom Billing, Roaming & Numbering","Roaming Database (RAEX IR.21)","IR.21","https://www.gsma.com/newsroom/gsma_resources/ir-21-gsm-association-roaming-database-structure-and-updating/","Schema Language","—","TADIG","GSMA","XML (RAEX schema)","Active (v18.x)","—","1990s/2024","Network/operator/identifier data for roaming setup; import candidate","R4","REFERENCE"
"Telecom Billing, Roaming & Numbering","eSIM Remote SIM Provisioning (Consumer)","SGP.22","https://www.gsma.com/solutions-and-impact/technologies/esim/esim-specification/","Protocol","SGP.21","SGP.02, SGP.32","GSMA","ASN.1/HTTP","Active (v2.x/v3.x)","—","2016/2024","Consumer eUICC RSP; profile download/management","R6","COMPOSE"
"Telecom Billing, Roaming & Numbering","RCS Universal Profile (Service Definition)","RCC.71","https://www.gsma.com/solutions-and-impact/technologies/networks/gsma_resources/rcs-universal-profile-service-definition-document-version-2-7/","Application Profile","RCS / OMA CPM","—","GSMA","Service definition doc","Active (v2.7)","—","2024","Single global RCS messaging implementation profile","R8","N/A"
"Maritime & Hydrographic","Universal Hydrographic Data Model","S-100","https://iho.int/en/s-100-universal-hydrographic-data-model","Framework","ISO 19100 series","INSPIRE, OGC","IHO","Framework (12 parts)","Active (Ed. 5.0.0)","—","2010/2022","Profile of ISO 19100; parent of all S-1xx products; import candidate","R8","EXTEND"
"Maritime & Hydrographic","Transfer Standard for Digital Hydrographic Data","S-57","https://iho.int/en/standards-and-specifications","Exchange Format","—","S-101","IHO","ISO 8211 binary","Legacy (Ed. 3.1)","—","1992/2002","ENC format for ECDIS; superseded by S-101","R6","COMPOSE"
"Maritime & Hydrographic","Electronic Navigational Chart Product Specification","S-101","https://iho.int/en/iho-s-101-to-s-199","Application Profile","S-100","S-57","IHO","S-100 (GML/HDF5)","Active","—","2018","Next-gen ENC; machine-readable feature catalogue; import candidate","R6","COMPOSE"
"Maritime & Hydrographic","Bathymetric Surface Product Specification","S-102","https://iho.int/en/s-100-based-product-specifications","Application Profile","S-100","S-104, S-111","IHO","HDF5 (gridded)","Active","—","—","High-resolution gridded bathymetry / seafloor DEM","R6","COMPOSE"
"Maritime & Hydrographic","Water Level Information for Surface Navigation","S-104","https://iho.int/en/s-100-based-product-specifications","Application Profile","S-100","S-102, S-111","IHO","HDF5","Active","—","—","Tidal/water level real-time, hindcast, forecast for ECDIS","R6","COMPOSE"
"Maritime & Hydrographic","Surface Currents Product Specification","S-111","https://iho.int/en/s-100-based-product-specifications","Application Profile","S-100","S-102, S-104","IHO","HDF5 (gridded)","Active","—","—","Surface current observations/predictions for navigation","R6","COMPOSE"
"Maritime & Hydrographic","Route Plan (S-100 based)","S-421","https://iho.int/en/iho-s-101-to-s-199","Application Profile","S-100 / IMO","IEC 61174 RTZ","IHO (with IEC)","S-100 / GML","Active","—","2021","Route exchange aligned with IEC 61174 ed.4 and S-211","R6","COMPOSE"
"Maritime & Hydrographic","IMO Compendium (FAL Data Set + Reference Model)","IMO Compendium","https://www.imo.org/en/ourwork/facilitation/pages/maritimesinglewindow-default.aspx","Information Model","UN/CEFACT, WCO","DCSA, ISO 28005","IMO","Data set + reference model","Active (MSW 2024)","—","2019/2024","Harmonizes Maritime Single Window data; FAL Convention; import candidate","R4","REFERENCE"
"Maritime & Hydrographic","Secure Communication between Ship and Shore","SECOM / IEC 63173-2","https://webstore.iec.ch/en/publication/64543","Protocol","S-100 ecosystem","DCSA APIs","IEC (TC 80)","REST API + security","Published (Ed. 1.0)","—","2022","Payload-agnostic secure exchange of S-100 products","R8","N/A"
"Maritime & Hydrographic","Electronic Port Clearance","EPC / ISO 28005","https://www.iso.org/standard/83881.html","Messaging Standard","IMO FAL","IMO Compendium","ISO (TC 8)","XML / API","Active (Parts 1-3)","—","2011/2024","Ship-shore port clearance message structures; import candidate","R6","COMPOSE"
"Maritime & Hydrographic","AIS Technical Characteristics","AIS / M.1371","https://www.itu.int/rec/R-REC-M.1371-5-201402-I/en","Messaging Standard","—","VDES","ITU-R","Binary TDMA","In force (Ed. 5)","—","2001/2014","AIS message set, 9600 bps GMSK, two VHF channels","R6","COMPOSE"
"Maritime & Hydrographic","VHF Data Exchange System","VDES / M.2092","https://www.itu.int/dms_pubrec/itu-r/rec/m/R-REC-M.2092-1-202202-S!!PDF-E.pdf","Messaging Standard","M.1371 (AIS)","AIS","ITU-R","TDMA + ASM/VDE","In force","—","2015/2022","Extends AIS with ASM and terrestrial/satellite VDE","R6","COMPOSE"
"Maritime & Hydrographic","NMEA 0183 Interface Standard","NMEA 0183","https://www.nmea.org/nmea-0183.html","Messaging Standard","—","NMEA 2000","NMEA","ASCII serial sentences","Active (legacy)","—","1983","Talker-listener sentences; standardized as IEC 61162-1/2","R6","COMPOSE"
"Maritime & Hydrographic","NMEA 2000 Network Standard","NMEA 2000","https://www.nmea.org/nmea-2000.html","Messaging Standard","CAN bus","NMEA 0183","NMEA","CAN (250 kbps, PGN)","Active","—","2001","Multi-talker CAN network; IEC 61162-3","R6","COMPOSE"
"Maritime & Hydrographic","DCSA Bill of Lading / eBL Standard","eBL (BoL 3.0)","https://dcsa.org/standards/bill-of-lading","API Description","UN/CEFACT","IMO Compendium","DCSA","OpenAPI (JSON)","Active (BoL 3.0)","—","2020/2025","Open-API eBL data + signatures; import candidate","R6","COMPOSE"
"Maritime & Hydrographic","Code for Trade and Transport Locations","UN/LOCODE","https://unece.org/trade/cefact/unlocode-code-list-country-and-territory","Identifier Scheme","—","SMDG TCL, BIC","UNECE / UN/CEFACT","Code list (5-char)","Active (biannual)","—","1981","Ports, terminals, border points; import candidate","R3","REFERENCE"
"Maritime & Hydrographic","SMDG Terminal Code List","SMDG TCL","https://smdg.org/documents/smdg-code-lists/","Identifier Scheme","UN/LOCODE","UN/LOCODE, BIC","SMDG","Code list","Active","—","—","Container/RoRo terminal codes; UN/CEFACT-endorsed child code","R3","REFERENCE"
"Aviation & Air Traffic","Passenger and Airport Data Interchange Standards","PADIS EDIFACT","https://www.iata.org/en/programs/passenger/","Messaging Standard","—","PNRGOV, AIDX","IATA (PADIS Board / A4A)","EDIFACT (+XML)","Active","—","2017","Parent EDI family for passenger/airport msgs; import candidate","R6","COMPOSE"
"Aviation & Air Traffic","Passenger Name Record to Government","PNRGOV","https://www.iata.org/contentassets/18a5fdb2dc144d619a8c10dc1472ae80/pnrgov-edifact-implementation-guide_21_1.pdf","Messaging Standard","PADIS EDIFACT","API/PNR msgs","IATA / A4A (w/ WCO, ICAO)","EDIFACT (+XML)","Active","—","2021","Airline→government PNR transmission; import candidate","R6","COMPOSE"
"Aviation & Air Traffic","Cargo-XML","Cargo-XML","https://www.iata.org/en/programs/cargo/e/cargo-xml/","Messaging Standard","UN/CEFACT CCL","WCO Data Model","IATA (Cargo Msg WG)","XML","Active","—","2010s","Air-cargo e-messaging, replaces Cargo-IMP; strong import candidate","R6","COMPOSE"
"Aviation & Air Traffic","ONE Order","ONE Order","https://www.iata.org/en/programs/airline-distribution/retailing/one-order/","Information Model","Offers & Orders","NDC","IATA (Shop-Order Std Board)","XML","Active (Res. 797)","—","2017","Single Order replaces PNR/e-ticket/EMD; import candidate","R6","COMPOSE"
"Aviation & Air Traffic","Distribution with Offers & Orders","Offers & Orders","https://www.iata.org/en/about/sp/areas/offers-and-orders-transformation-strategic-partnerships-program/","Information Model","—","ONE Order, NDC","IATA (Airline Retailing Consortium)","XML (NDC schemas)","Active","—","2024","Modern Airline Retailing umbrella; import candidate","R6","COMPOSE"
"Aviation & Air Traffic","BSP Data Interchange Specifications Handbook","BSP/DISH","https://www.iata.org/en/publications/bspdish/","Information Model","PSC Res. 750","—","IATA (BDISG)","Flat-file record layouts","Active","—","2018","Settlement file formats (agent/airline/GDS/BSP)","R6","COMPOSE"
"Aviation & Air Traffic","Machine Readable Travel Documents","Doc 9303","https://www.icao.int/publications/doc-series/doc-9303","Information Model","—","ICAO PKD","ICAO","MRZ + LDS data groups","Active (8th Ed)","—","2021","ePassport / MRTD chip LDS + MRZ standard","R4","REFERENCE"
"Aviation & Air Traffic","Public Key Directory","ICAO PKD","https://www.icao.int/icao-pkd","Protocol","—","—","ICAO","PKI directory (X.509, CRL)","Active","—","2007","Public-key broker validating ePassport chip signatures","R8","N/A"
"Aviation & Air Traffic","ATS Data Exchange Presentation","ADEXP","https://www.eurocontrol.int/publication/eurocontrol-specification-ats-data-exchange-presentation-adexp","Messaging Standard","—","FIXM, ICAO ATS","EUROCONTROL","Text field/keyword grammar","Active (Ed 3.4)","—","1990s","Structured ATS flight-data msgs (OLDI) between ATC units","R6","COMPOSE"
"Aviation & Air Traffic","Flight & Flow Information for a Collaborative Environment","FF-ICE","https://store.icao.int/en/manual-on-flight-and-flow-information-for-a-collaborative-environment-ff-ice-doc-9965","Information Model","FIXM","SWIM, FIXM","ICAO (Doc 9965)","Concept doc; XML via FIXM","Active","—","2012","Collaborative flight planning for TBO; import candidate via FIXM","R6","COMPOSE"
"Aviation & Air Traffic","Weather Information Exchange Model","WXXM","https://www.eurocontrol.int/model/weather-information-exchange-models-and-schema","Information Model","GML 3.2","IWXXM","EUROCONTROL + FAA","GML/XML App Schema","Superseded for core","http://www.eurocontrol.int/wx/1.1","2014","General MET exchange; core products moved to IWXXM","R6","COMPOSE"
"Aviation & Air Traffic","ICAO Meteorological Information Exchange Model","IWXXM","https://schemas.wmo.int/iwxxm/","Information Model","GML / METCE / AIXM","WXXM","WMO + ICAO (Doc 10003)","GML/XML + Schematron","Active (mandated)","http://icao.int/iwxxm/","2025","Authoritative METAR/TAF/SIGMET XML encoding; best import candidate","R6","COMPOSE"
"Aviation & Air Traffic","Aviation Information Data Exchange","AIDX","https://www.iata.org/en/publications/info-data-exchange/","Messaging Standard","—","ACRIS","IATA (w/ ACI)","XML","Active","http://www.iata.org/IATA/2007/00","2022","Flight / turnaround / operational-time exchange; import candidate","R6","COMPOSE"
"Aviation & Air Traffic","Airport Community Recommended Information Services","ACRIS","https://aci.aero/about-aci/priorities/airport-it/acris/","Information Model","AIDM / AIRM","AIDX","ACI World","UML semantic model + services","Active","—","—","Airport common semantic model; strong import candidate","R4","REFERENCE"
"Aviation & Air Traffic","EUROCONTROL Surveillance Info Exchange","ASTERIX","https://www.eurocontrol.int/asterix","Messaging Standard","—","ADS-B","EUROCONTROL (AMG)","Binary (Categories)","Active","—","2021","Binary radar/surveillance/ATM exchange","R6","COMPOSE"
"Aviation & Air Traffic","ADS-B 1090ES MOPS","DO-260","https://www.rtca.org/","Protocol","—","ASTERIX","RTCA (w/ EUROCAE ED-102)","Msg-encoding / MOPS","In force (DO-260B/C)","—","2020","ADS-B Out/In + TIS-B over 1090 MHz","R8","N/A"
"Aviation & Air Traffic","ATS Message Handling System","AMHS","https://www.eurocontrol.int/publication/eurocontrol-specification-air-traffic-services-message-handling-system-amhs","Protocol","X.400","AFTN","ICAO (EUROCONTROL spec)","X.400 messaging","Active","—","2016","Aeronautical msg handling (NOTAM/FPL/MET); replaces AFTN","R8","N/A"
"Aviation & Air Traffic","Controller-Pilot Data Link Communications","CPDLC","https://skybrary.aero/articles/controller-pilot-data-link-communications-cpdlc","Protocol","ATN","FANS 1/A","ICAO","Data-link msg set","Active","—","2003","Controller↔pilot clearance/request msgs","R8","N/A"
"Aviation & Air Traffic","System Wide Information Management","SWIM","https://www.eurocontrol.int/concept/system-wide-information-management","Protocol","AIRM","FF-ICE","ICAO (Doc 10039); FAA; EUROCONTROL","SOA / web-services","Active","https://reference.swim.aero/","2005","ATM info-sharing architecture; semantics live in AIRM","R8","N/A"
"Aviation & Air Traffic","ATM Information Reference Model","AIRM","https://www.eurocontrol.int/model/airm","Information Model","—","ACRIS","EUROCONTROL (SESAR)","UML model (+OWL AIRM-O)","Active","https://airm-o.github.io/airm-o/","—","Common ATM semantic reference vocabulary; strongest import candidate","R4","REFERENCE"
"Aviation & Air Traffic","Network Manager B2B Web Services","NM B2B","https://www.eurocontrol.int/service/network-manager-business-business-b2b-web-services","Protocol","AIXM / FIXM","DDR2","EUROCONTROL (Network Manager)","SOAP/POX + AMQP, XML","Active","—","—","Service for flight/flow/airspace/slot data; embeds AIXM/FIXM","R8","N/A"
"Aviation & Air Traffic","Demand Data Repository 2","DDR2","https://www.eurocontrol.int/ddr","Information Model","—","NM B2B","EUROCONTROL (Network Manager)","SO6/ALLFT+ files + REST","Active (restricted)","—","2026","Past/forecast pan-European traffic demand","R4","REFERENCE"
"Aviation & Air Traffic","OpenSky Network API","OpenSky","https://openskynetwork.github.io/opensky-api/","API Description","—","ADS-B","OpenSky Network (non-profit)","REST / JSON state vectors","Active","https://opensky-network.org/api","2026","Live/historical ADS-B state vectors for research","R8","N/A"
"Defense, Intelligence & Emergency","Confidentiality Metadata Label Syntax","STANAG 4774","https://nisp.nw3.dk/standard/nato-adatp-4774-ed.a-v1.html","Information Model","—","STANAG 4778","NATO NSO (DPC CaP1)","XML schema","Ratified","—","2017","Machine-readable confidentiality labels; import candidate","R5","MIX-IN"
"Defense, Intelligence & Emergency","Metadata Binding Mechanism","STANAG 4778","https://nisp.nw3.dk/standard/nato-adatp-4778-ed.a-v1.html","Information Model","STANAG 4774","—","NATO NSO (DPC CaP1)","XML schema + binding","Ratified","—","2018","Binds labels/metadata to data objects; import candidate","R5","MIX-IN"
"Defense, Intelligence & Emergency","Link 16 / J-series","STANAG 5516","https://nisp.nw3.dk/standard/nato-stanag5516ed4.html","Protocol","—","Link 22, Link 11","NATO NSO","Binary J-series over TDMA","Active (Ed 4)","—","2008","Near-real-time tactical picture (J0–J13)","R8","N/A"
"Defense, Intelligence & Emergency","Link 22 (NILE)","STANAG 5522","https://standards.globalspec.com/std/14468726/stanag-5522","Protocol","—","Link 16, Link 11","NATO NSO (NILE)","Binary msgs over HF/UHF TDMA","Active","—","2006","Secure HF/UHF TDL, Link 11 replacement","R8","N/A"
"Defense, Intelligence & Emergency","Variable Message Format","VMF / MIL-STD-6017","https://everyspec.com/MIL-STD/MIL-STD-3000-9999/MIL-STD-6017A_NOTICE-1_24274/","Messaging Standard","—","Link 16","US DoD","Bit-oriented binary (K-series)","Active (6017E)","—","—","Bandwidth-efficient variable-length TDL msgs","R6","COMPOSE"
"Defense, Intelligence & Emergency","Message Text Formatting Catalogue","ADatP-3 / APP-11","https://nisp.nw3.dk/standard/nato-adatp-03-bl11-current.html","Messaging Standard","STANAG 5500","USMTF","NATO NSO (DPC CaP1)","Char MTF + XML","Active (Baseline-11)","—","2015","NATO formatted-message catalogue (400+ msgs); strong import candidate","R6","COMPOSE"
"Defense, Intelligence & Emergency","Joint C3 Information Exchange Data Model","JC3IEDM","https://en.wikipedia.org/wiki/JC3IEDM","Information Model","C2IEDM","NIEM-MilOps","MIP; NATO STANAG 5525","Entity/attribute data model","Ratified","—","2007/2012","Shared multinational C2 data model; strongest import candidate","R4","REFERENCE"
"Defense, Intelligence & Emergency","NATO Vector Graphics","NVG","https://nisp.nw3.dk/standard/nato-tide-nvg20.html","Information Model","—","MSDL","NATO NCIA / ACT (ADatP-4733)","XML/JSON","v2.0.2 active","—","2015","Encodes map overlays / military symbology; import candidate","R6","COMPOSE"
"Defense, Intelligence & Emergency","Link 11 / TADIL-A","STANAG 5511","https://nisp.nw3.dk/standard/nato-stanag5511ed7.html","Protocol","—","Link 16, Link 22","NATO NSO","Binary M-series over HF/UHF","Active (legacy, Ed 7)","—","2006","Legacy netted maritime/air TDL; Link 22 predecessor","R8","N/A"
"Defense, Intelligence & Emergency","C2 to Simulation Interoperability","C2SIM","https://www.sisostandards.org/","Information Model","—","MSDL, C-BML","SISO (also a NATO STANAG)","OWL ontology + XSD","Active (STD-019-2020)","http://www.sisostds.org/ontologies/C2SIM#","2020","C2↔sim init/tasking/reporting; import candidate","R6","COMPOSE"
"Defense, Intelligence & Emergency","Military Scenario Definition Language","MSDL","https://www.sisostandards.org/","Information Model","—","C2SIM","SISO","XML Schema","Active (legacy)","—","2008","XML language for military scenario definition; import candidate","R8","N/A"
